id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
70164,Koregaon Park,835,3,1,2003,1,4358212
70165,Hinjewadi,3209,2,1,2005,0,10799205
70166,Pimpri-Chinchwad,941,5,2,2009,1,5156505
70167,Koregaon Park,3459,5,2,1994,1,7430045
70168,Koregaon Park,1238,1,2,2006,1,9280446
70169,Kalyani Nagar,3048,5,3,1998,0,7471344
70170,Kalyani Nagar,2021,2,3,1981,1,12468563
70171,Hinjewadi,3167,5,1,1995,1,7359616
70172,Hinjewadi,1526,1,1,2009,0,6225380
70173,Pimpri-Chinchwad,878,4,1,1992,0,11502976
70174,Kalyani Nagar,2665,5,1,1994,0,3946215
70175,Kalyani Nagar,3025,1,2,2009,1,7181236
70176,Pimpri-Chinchwad,2333,3,1,1983,1,10496146
70177,Kalyani Nagar,1370,4,2,1987,1,2400876
70178,Viman Nagar,1348,4,2,1993,0,5925821
70179,Koregaon Park,2759,3,2,2023,1,12659519
70180,Viman Nagar,1027,1,2,2012,0,14778587
70181,Koregaon Park,1046,2,3,1984,0,12669288
70182,Pimpri-Chinchwad,1622,3,1,1993,1,14168548
70183,Pimpri-Chinchwad,2299,3,3,1982,1,12321757
70184,Koregaon Park,3386,5,3,2020,0,8298578
70185,Koregaon Park,1707,5,2,2013,0,3653964
70186,Koregaon Park,3153,2,3,1995,1,14435934
70187,Koregaon Park,3322,1,1,1994,0,6834175
70188,Hinjewadi,891,1,3,1991,1,9353952
70189,Kalyani Nagar,2559,4,2,2020,0,14233788
70190,Kalyani Nagar,2855,1,2,1986,0,6659608
70191,Pimpri-Chinchwad,1299,4,3,1991,0,13622544
70192,Hinjewadi,3397,4,3,1995,1,12130699
70193,Koregaon Park,3059,3,1,2008,1,3909336
70194,Hinjewadi,2845,1,1,1996,1,11690412
70195,Koregaon Park,1899,5,3,1990,1,4597173
70196,Kalyani Nagar,3352,2,2,2005,1,11169704
70197,Koregaon Park,831,1,1,2011,0,11229723
70198,Kalyani Nagar,841,1,3,1988,1,14382558
70199,Koregaon Park,2908,4,1,2007,1,10423281
70200,Pimpri-Chinchwad,1119,1,3,2022,1,3596220
70201,Kalyani Nagar,3175,1,3,1989,0,3462355
70202,Pimpri-Chinchwad,3398,1,1,2016,0,10177436
70203,Hinjewadi,2058,4,1,2011,0,5728742
70204,Koregaon Park,3387,3,1,2015,1,6751178
70205,Hinjewadi,1710,2,3,1997,0,3388944
70206,Koregaon Park,3148,1,2,2004,0,7882924
70207,Kalyani Nagar,1230,1,2,2001,1,11155891
70208,Koregaon Park,1714,1,3,1984,1,7001495
70209,Viman Nagar,1722,5,3,1989,0,10481197
70210,Viman Nagar,1494,1,2,1983,1,5122505
70211,Viman Nagar,1834,2,2,1988,0,4495822
70212,Pimpri-Chinchwad,913,5,2,1991,0,10521889
70213,Viman Nagar,2848,5,3,1980,0,12661067
70214,Koregaon Park,2681,1,1,1986,0,6319316
70215,Hinjewadi,3454,5,2,1991,1,5007540
70216,Pimpri-Chinchwad,3276,2,3,2012,1,7653866
70217,Kalyani Nagar,1133,3,2,1982,1,7877089
70218,Pimpri-Chinchwad,1138,3,3,1997,1,4996118
70219,Hinjewadi,1937,1,2,2004,1,5311696
70220,Viman Nagar,1989,4,1,1982,0,13467931
70221,Hinjewadi,1076,2,1,1984,0,2975262
70222,Pimpri-Chinchwad,2963,3,2,2021,0,2074976
70223,Pimpri-Chinchwad,1266,4,2,1996,1,14918781
70224,Pimpri-Chinchwad,3435,2,1,1991,0,4429632
70225,Hinjewadi,2460,3,3,2018,1,14923119
70226,Koregaon Park,1978,2,3,1998,0,6852424
70227,Koregaon Park,1410,1,2,2014,0,3123873
70228,Viman Nagar,2923,1,1,2020,0,11478543
70229,Kalyani Nagar,1736,5,1,2022,1,10567153
70230,Hinjewadi,2736,1,3,2006,0,3054977
70231,Koregaon Park,2199,5,1,1995,0,6159536
70232,Viman Nagar,3033,1,3,1992,1,7953992
70233,Kalyani Nagar,2160,5,1,2017,0,3587062
70234,Viman Nagar,1517,5,2,2015,0,9892151
70235,Viman Nagar,832,2,1,2020,0,12224098
70236,Kalyani Nagar,1178,3,3,1980,0,2752576
70237,Pimpri-Chinchwad,1578,4,1,2017,1,11076403
70238,Koregaon Park,1461,2,1,1984,0,4408081
70239,Koregaon Park,2102,5,1,2021,0,3103259
70240,Kalyani Nagar,2424,5,2,1989,1,3445010
70241,Koregaon Park,2293,5,2,2016,1,3100984
70242,Hinjewadi,2513,5,2,1998,0,14349609
70243,Hinjewadi,1004,2,1,1992,1,2781578
70244,Hinjewadi,1014,1,2,1992,1,12586478
70245,Kalyani Nagar,986,4,2,1989,0,6175569
70246,Viman Nagar,3056,2,3,2002,0,6904675
70247,Viman Nagar,1428,1,2,1992,0,6229086
70248,Pimpri-Chinchwad,1359,5,3,2002,0,9235537
70249,Pimpri-Chinchwad,1413,3,2,1998,1,9025588
70250,Hinjewadi,3402,4,3,1984,1,6601032
70251,Hinjewadi,2894,1,1,2008,1,3959329
70252,Kalyani Nagar,1427,1,3,2010,1,2366818
70253,Hinjewadi,2764,5,3,2014,0,11801060
70254,Hinjewadi,1423,3,1,2009,1,13999501
70255,Hinjewadi,1855,4,2,1993,0,8814536
70256,Koregaon Park,2861,1,3,2014,1,11951056
70257,Viman Nagar,2086,4,1,2007,0,5693319
70258,Koregaon Park,1532,5,1,1985,0,9685071
70259,Hinjewadi,3227,5,2,2006,0,2348888
70260,Hinjewadi,1778,3,1,1980,1,5488453
70261,Koregaon Park,3309,4,1,1986,0,14296969
70262,Koregaon Park,1393,4,3,2020,0,10057381
70263,Kalyani Nagar,2154,5,2,2002,1,2136852
70264,Kalyani Nagar,3206,3,3,1981,0,10585200
70265,Hinjewadi,2617,3,3,2004,0,4214133
70266,Koregaon Park,2390,2,2,1986,0,5017530
70267,Kalyani Nagar,1822,2,1,2016,1,4772388
70268,Pimpri-Chinchwad,1847,3,2,1986,1,10214457
70269,Koregaon Park,2297,2,3,1992,1,11700459
70270,Viman Nagar,3367,4,3,1994,1,3963171
70271,Pimpri-Chinchwad,1307,1,3,1985,1,13887729
70272,Pimpri-Chinchwad,1594,2,2,2003,1,2839092
70273,Koregaon Park,969,3,1,2010,0,5639011
70274,Hinjewadi,2210,1,2,1980,1,8815582
70275,Viman Nagar,3219,5,2,1985,1,3753549
70276,Kalyani Nagar,3083,4,3,1993,0,4421132
70277,Kalyani Nagar,2809,1,3,1987,0,5063367
70278,Hinjewadi,1864,5,2,2004,1,2239170
70279,Viman Nagar,3320,2,1,2010,1,12213612
70280,Viman Nagar,1533,5,3,1996,1,12219037
70281,Pimpri-Chinchwad,2301,1,1,1999,0,9019131
70282,Pimpri-Chinchwad,2516,3,1,2002,0,6555668
70283,Viman Nagar,2361,4,3,2003,0,9131256
70284,Koregaon Park,2329,4,1,2010,0,10125532
70285,Koregaon Park,2618,1,2,1986,1,14152222
70286,Koregaon Park,1813,4,1,2016,1,3723272
70287,Viman Nagar,3492,3,1,2002,1,11132221
70288,Kalyani Nagar,3082,1,3,1989,1,5009973
70289,Koregaon Park,2835,1,1,2015,1,5567073
70290,Kalyani Nagar,1030,5,3,2015,1,7939595
70291,Koregaon Park,1620,3,3,1989,0,12384698
70292,Viman Nagar,3311,2,1,2004,1,5122902
70293,Koregaon Park,2744,5,3,2004,0,9064160
70294,Kalyani Nagar,2002,3,2,1988,1,13939273
70295,Hinjewadi,1231,2,3,2014,1,9471099
70296,Kalyani Nagar,847,1,3,2020,0,6605042
70297,Hinjewadi,2146,4,2,2008,1,4149189
70298,Kalyani Nagar,2796,1,3,2008,0,2297520
70299,Koregaon Park,2765,1,3,1987,0,6094788
70300,Koregaon Park,1477,2,1,1994,0,5300949
70301,Kalyani Nagar,992,3,3,1984,0,10904796
70302,Koregaon Park,3495,2,3,1994,1,6710713
70303,Koregaon Park,1708,1,1,1995,0,12312490
70304,Viman Nagar,1105,4,3,2009,1,6644068
70305,Pimpri-Chinchwad,955,3,1,2014,0,8602924
70306,Pimpri-Chinchwad,2599,1,1,1985,0,10291264
70307,Kalyani Nagar,1398,5,1,2023,1,11641441
70308,Pimpri-Chinchwad,1066,4,3,1985,1,6721527
70309,Hinjewadi,1194,2,1,1982,0,5187648
70310,Kalyani Nagar,3015,1,3,1997,1,5832854
70311,Kalyani Nagar,1164,2,2,1983,0,13551489
70312,Hinjewadi,1268,2,1,1999,0,10290258
70313,Pimpri-Chinchwad,3108,3,2,1986,1,2552038
70314,Hinjewadi,2110,5,2,1988,0,11752398
70315,Koregaon Park,2157,1,1,2004,0,2697443
70316,Kalyani Nagar,3423,1,1,2016,1,12836798
70317,Viman Nagar,1979,3,1,2011,1,8411705
70318,Hinjewadi,2737,5,3,2011,1,4035693
70319,Kalyani Nagar,949,4,1,2010,1,7648359
70320,Kalyani Nagar,3179,4,1,1980,0,4474223
70321,Hinjewadi,1559,4,3,2004,0,5565744
70322,Viman Nagar,3100,2,3,1994,1,11054616
70323,Kalyani Nagar,931,4,2,2008,0,7725990
70324,Koregaon Park,1305,2,3,1989,1,11784432
70325,Koregaon Park,878,5,2,1982,0,11841882
70326,Koregaon Park,2457,2,2,2019,1,5017585
70327,Viman Nagar,1676,3,3,2022,1,2733096
70328,Pimpri-Chinchwad,3375,5,1,2022,0,12608735
70329,Koregaon Park,1353,1,3,1997,0,5188528
70330,Hinjewadi,1506,1,1,1992,0,6317225
70331,Pimpri-Chinchwad,2190,1,1,1980,1,3963774
70332,Hinjewadi,2907,1,3,1980,0,11078765
70333,Viman Nagar,2130,5,3,2014,1,9904497
70334,Koregaon Park,2775,2,2,1993,1,8903688
70335,Kalyani Nagar,1009,3,2,1998,1,9862839
70336,Koregaon Park,1469,4,1,2003,1,10174872
70337,Viman Nagar,2186,3,3,1997,1,3631308
70338,Koregaon Park,1957,2,1,2020,1,10102484
70339,Koregaon Park,1627,2,2,2003,0,11103286
70340,Koregaon Park,3085,1,1,1991,1,14957612
70341,Viman Nagar,2947,1,2,2010,1,7785406
70342,Koregaon Park,2779,2,2,1996,1,10396670
70343,Kalyani Nagar,2082,5,2,1983,1,4635763
70344,Kalyani Nagar,926,4,1,2013,1,5185673
70345,Pimpri-Chinchwad,2196,4,2,2020,0,11451149
70346,Pimpri-Chinchwad,3092,3,3,2010,0,9233996
70347,Pimpri-Chinchwad,1660,1,2,1983,1,3668737
70348,Pimpri-Chinchwad,2694,1,2,1998,0,3887822
70349,Kalyani Nagar,3468,3,3,1992,1,3167454
70350,Pimpri-Chinchwad,1516,3,2,1996,0,6084866
70351,Hinjewadi,1346,3,1,2019,1,9910278
70352,Viman Nagar,3422,4,2,1993,1,12779648
70353,Viman Nagar,2070,2,1,1985,1,12026993
70354,Kalyani Nagar,2376,3,1,2019,0,5879667
70355,Viman Nagar,2932,3,2,2011,0,7755989
70356,Viman Nagar,3389,2,1,1985,1,4372126
70357,Koregaon Park,2011,5,3,2023,1,2471793
70358,Pimpri-Chinchwad,2016,4,1,2003,1,5572723
70359,Pimpri-Chinchwad,2153,2,1,1991,1,3999820
70360,Koregaon Park,1441,5,3,2010,0,13111071
70361,Kalyani Nagar,1433,1,3,2023,1,10503656
70362,Hinjewadi,1369,5,1,2018,1,13453089
70363,Kalyani Nagar,1293,4,1,2004,0,3724886
70364,Hinjewadi,2375,1,1,1983,1,2117267
70365,Hinjewadi,2514,1,1,1991,0,4175303
70366,Koregaon Park,2050,4,3,2001,0,8955554
70367,Kalyani Nagar,1663,3,3,1994,1,6844976
70368,Pimpri-Chinchwad,1510,1,1,2005,1,8462186
70369,Kalyani Nagar,1624,2,2,2010,1,13922075
70370,Kalyani Nagar,2755,5,3,1997,1,5665863
70371,Hinjewadi,2181,1,1,2010,0,11234104
70372,Hinjewadi,2323,5,1,1989,1,2364639
70373,Pimpri-Chinchwad,2815,2,1,2001,0,2392486
70374,Pimpri-Chinchwad,2084,1,3,2005,1,14364678
70375,Hinjewadi,1202,5,2,2017,1,6471499
70376,Kalyani Nagar,1431,1,2,2005,0,3447868
70377,Hinjewadi,2167,1,3,2003,0,13170492
70378,Viman Nagar,1106,5,2,2017,1,2719501
70379,Viman Nagar,2505,5,3,2006,1,9977930
70380,Hinjewadi,2725,4,2,2023,1,6134762
70381,Pimpri-Chinchwad,3389,5,3,1997,1,14226407
70382,Hinjewadi,3288,5,3,1994,0,14354059
70383,Kalyani Nagar,2619,4,2,1983,0,5480757
70384,Viman Nagar,2966,1,1,1982,1,2345157
70385,Koregaon Park,2195,2,2,2018,0,7799091
70386,Pimpri-Chinchwad,849,1,1,2000,1,6171618
70387,Koregaon Park,2346,2,1,1984,0,9088319
70388,Pimpri-Chinchwad,3378,5,1,2010,0,13960806
70389,Koregaon Park,2598,3,2,1988,0,7248292
70390,Koregaon Park,1579,5,3,2005,1,3472612
70391,Hinjewadi,947,1,3,1993,0,2050280
70392,Pimpri-Chinchwad,1510,4,3,1983,0,14914054
70393,Viman Nagar,3420,4,3,1989,1,11922818
70394,Koregaon Park,1368,5,1,1982,0,10709886
70395,Hinjewadi,1987,2,1,2000,0,11178838
70396,Kalyani Nagar,2598,1,3,2002,0,14320599
70397,Pimpri-Chinchwad,2573,2,3,1999,1,2514181
70398,Pimpri-Chinchwad,2193,5,1,2014,1,9382880
70399,Viman Nagar,1467,4,1,1994,0,11861209
70400,Koregaon Park,1617,3,2,1988,1,3049057
70401,Hinjewadi,2646,3,2,1987,1,9477610
70402,Koregaon Park,2856,1,3,2018,1,14039795
70403,Hinjewadi,1929,1,3,2000,0,6293923
70404,Viman Nagar,1347,4,2,2004,1,5971447
70405,Koregaon Park,2654,1,1,2008,1,3927859
70406,Kalyani Nagar,2560,1,1,1995,1,2655212
70407,Viman Nagar,2461,5,2,2015,0,12628839
70408,Viman Nagar,1098,3,2,2008,1,5444362
70409,Pimpri-Chinchwad,3395,3,3,1989,1,2170363
70410,Hinjewadi,1851,4,3,1995,0,12959486
70411,Koregaon Park,2416,2,2,1988,1,2018213
70412,Hinjewadi,2415,3,2,2002,1,2927819
70413,Viman Nagar,1551,3,1,1996,1,8469662
70414,Koregaon Park,2634,4,2,1985,0,4178983
70415,Kalyani Nagar,3241,4,3,1994,0,3154280
70416,Hinjewadi,1372,4,3,2004,0,4528651
70417,Hinjewadi,2514,2,1,2016,1,11050756
70418,Kalyani Nagar,946,1,2,1986,1,14409002
70419,Viman Nagar,3169,1,3,2006,0,13337288
70420,Hinjewadi,2634,2,1,1999,0,9839015
70421,Pimpri-Chinchwad,3223,1,1,1980,1,13638617
70422,Pimpri-Chinchwad,2635,5,3,1994,0,7993365
70423,Koregaon Park,1204,2,2,1991,0,10945087
70424,Kalyani Nagar,1005,2,3,2016,0,3238636
70425,Viman Nagar,2046,1,2,2008,0,13970674
70426,Pimpri-Chinchwad,2605,5,3,1999,1,14240503
70427,Koregaon Park,2739,5,1,1998,1,2338802
70428,Koregaon Park,2421,5,2,2022,0,3900513
70429,Hinjewadi,1616,4,2,1999,1,5938975
70430,Viman Nagar,2712,4,3,2010,0,5340216
70431,Pimpri-Chinchwad,1610,5,3,2000,0,7905934
70432,Kalyani Nagar,2784,5,2,2000,1,12603551
70433,Hinjewadi,3025,5,1,2009,0,5936555
70434,Pimpri-Chinchwad,2284,3,1,1999,1,7167800
70435,Koregaon Park,1589,4,3,2017,0,11300590
70436,Kalyani Nagar,2017,1,1,2002,1,2909208
70437,Koregaon Park,2300,3,3,2013,1,13425906
70438,Hinjewadi,3194,1,1,2009,0,11650914
70439,Kalyani Nagar,857,4,1,1995,0,4014741
70440,Kalyani Nagar,3381,2,1,1996,1,11581455
70441,Hinjewadi,3223,3,3,1985,0,4697441
70442,Koregaon Park,1822,1,2,1987,0,12626582
70443,Kalyani Nagar,1329,1,3,2000,0,7986965
70444,Viman Nagar,2247,2,1,1987,1,12615542
70445,Viman Nagar,1493,3,1,1984,1,2703845
70446,Koregaon Park,2736,5,2,1991,1,2484393
70447,Kalyani Nagar,1527,3,2,2021,0,13708108
70448,Koregaon Park,2163,2,3,2011,1,7924035
70449,Viman Nagar,2951,3,2,1996,0,8089377
70450,Kalyani Nagar,1060,4,2,2008,1,10821213
70451,Kalyani Nagar,1697,2,3,2012,1,4219862
70452,Koregaon Park,2710,5,3,1995,0,3858516
70453,Kalyani Nagar,1197,2,3,1998,1,12632812
70454,Koregaon Park,2133,2,1,1991,0,3504464
70455,Pimpri-Chinchwad,1781,4,1,1980,0,3414323
70456,Pimpri-Chinchwad,3128,2,2,2014,0,5008115
70457,Viman Nagar,1674,2,1,2009,0,5463623
70458,Viman Nagar,1803,5,2,1987,0,8841680
70459,Hinjewadi,1321,3,2,2007,1,12881896
70460,Pimpri-Chinchwad,2303,2,1,2017,1,2017283
70461,Pimpri-Chinchwad,1508,3,2,1984,0,14100322
70462,Hinjewadi,2798,2,1,2007,0,5062009
70463,Koregaon Park,2662,4,3,2018,1,7025390
70464,Pimpri-Chinchwad,834,4,3,1999,1,13476810
70465,Pimpri-Chinchwad,2785,5,3,1986,0,11865184
70466,Viman Nagar,2796,1,1,1983,1,6587292
70467,Hinjewadi,1238,3,3,1990,1,7758547
70468,Hinjewadi,2282,2,1,2016,1,2618257
70469,Viman Nagar,1722,3,3,2019,1,13767586
70470,Pimpri-Chinchwad,1802,2,2,1999,1,10195099
70471,Kalyani Nagar,2199,3,2,2016,1,2133183
70472,Hinjewadi,3091,5,3,2019,1,12829379
70473,Pimpri-Chinchwad,1813,3,1,2002,0,11283818
70474,Koregaon Park,1949,4,1,2001,0,6332326
70475,Hinjewadi,1913,5,1,2015,1,5459699
70476,Viman Nagar,1657,1,3,1994,0,10096056
70477,Hinjewadi,2037,5,2,2011,1,5506264
70478,Viman Nagar,3351,2,2,2012,1,8562209
70479,Koregaon Park,1701,3,2,2002,0,4445418
70480,Pimpri-Chinchwad,1720,1,3,1998,0,4519834
70481,Viman Nagar,1492,2,3,2014,0,9619485
70482,Viman Nagar,3303,1,2,2012,1,8425666
70483,Koregaon Park,1414,2,3,2020,1,11268898
70484,Kalyani Nagar,2394,4,1,1993,0,7642970
70485,Hinjewadi,2968,2,1,1992,1,13541951
70486,Kalyani Nagar,2018,3,2,1997,1,13823062
70487,Hinjewadi,2115,3,1,1996,0,10858377
70488,Koregaon Park,1922,1,2,1986,0,3390902
70489,Koregaon Park,2913,2,3,2017,1,11101667
70490,Kalyani Nagar,933,1,1,2020,0,4880508
70491,Koregaon Park,2649,4,2,1984,1,7333903
70492,Pimpri-Chinchwad,1659,3,2,1980,0,11006946
70493,Kalyani Nagar,3456,2,1,1992,1,12960162
70494,Viman Nagar,1559,2,3,2014,1,5912110
70495,Viman Nagar,2051,2,3,1993,0,13360112
70496,Koregaon Park,2903,2,2,1986,0,6579508
70497,Koregaon Park,3304,5,3,2006,0,10919991
70498,Hinjewadi,2707,2,1,2000,0,11456327
70499,Kalyani Nagar,2117,2,1,2021,1,4831651
70500,Kalyani Nagar,1284,1,1,1993,0,7833113
70501,Pimpri-Chinchwad,3025,1,1,1989,0,5083862
70502,Viman Nagar,1487,1,3,2017,0,13916751
70503,Viman Nagar,963,1,2,1981,0,3684719
70504,Pimpri-Chinchwad,2326,4,3,2006,1,4361843
70505,Hinjewadi,1690,4,2,2023,0,12232753
70506,Pimpri-Chinchwad,2413,2,1,2005,1,13042852
70507,Hinjewadi,1875,4,1,2007,1,11551349
70508,Hinjewadi,2531,2,2,1988,1,5361117
70509,Hinjewadi,1101,4,2,1992,0,5571209
70510,Koregaon Park,1499,1,2,2006,1,9658414
70511,Koregaon Park,2672,2,3,1987,1,14581504
70512,Hinjewadi,845,3,3,1998,0,11700258
70513,Pimpri-Chinchwad,1720,5,1,2022,1,8261240
70514,Pimpri-Chinchwad,976,5,3,1986,1,12014575
70515,Pimpri-Chinchwad,1182,4,3,1998,1,11993402
70516,Koregaon Park,2546,3,1,1993,0,5774271
70517,Hinjewadi,3173,2,1,1996,0,3315681
70518,Viman Nagar,3292,1,3,2000,1,3013143
70519,Pimpri-Chinchwad,1966,4,3,2008,1,3997892
70520,Koregaon Park,1131,5,2,2017,0,10395377
70521,Kalyani Nagar,1178,2,3,1995,0,3578028
70522,Hinjewadi,2014,4,1,2012,1,11735419
70523,Pimpri-Chinchwad,1428,2,3,1994,0,5307224
70524,Koregaon Park,2183,2,3,2001,1,8128540
70525,Kalyani Nagar,3340,2,1,2016,0,4855315
70526,Hinjewadi,2644,4,1,2002,1,10531637
70527,Viman Nagar,1159,2,1,1989,1,2972629
70528,Hinjewadi,2060,1,2,2004,1,14536768
70529,Hinjewadi,1659,5,3,2016,1,6433127
70530,Pimpri-Chinchwad,1332,5,3,1986,1,11179785
70531,Hinjewadi,2724,4,1,1993,1,7449861
70532,Kalyani Nagar,2302,5,3,1988,1,9024852
70533,Kalyani Nagar,1607,5,2,2010,0,5877844
70534,Hinjewadi,1938,1,2,1988,1,6113532
70535,Hinjewadi,1754,4,3,1999,1,14104939
70536,Kalyani Nagar,2632,2,2,2021,1,11305215
70537,Kalyani Nagar,2344,1,2,1981,0,6913157
70538,Pimpri-Chinchwad,3138,3,3,2020,1,9940528
70539,Viman Nagar,1776,3,3,1985,1,14028473
70540,Kalyani Nagar,2154,2,3,1984,1,14267262
70541,Viman Nagar,2730,3,2,2011,1,11271518
70542,Viman Nagar,1764,4,3,2021,0,4724261
70543,Kalyani Nagar,1759,3,1,2015,1,7072116
70544,Pimpri-Chinchwad,1735,2,3,2022,1,9711901
70545,Hinjewadi,1037,2,1,2007,0,6381117
70546,Koregaon Park,1962,4,1,2016,1,6147498
70547,Hinjewadi,2524,5,1,1983,0,5084177
70548,Koregaon Park,2622,4,2,1980,1,8280328
70549,Kalyani Nagar,1725,1,3,1989,0,14601242
70550,Hinjewadi,2738,3,2,2011,1,4498569
70551,Hinjewadi,2543,5,2,2010,0,3135635
70552,Koregaon Park,1753,5,2,2022,1,5671724
70553,Pimpri-Chinchwad,3124,3,2,2020,1,2118145
70554,Kalyani Nagar,2891,5,3,2019,0,9692663
70555,Kalyani Nagar,1546,1,2,1988,0,8493825
70556,Kalyani Nagar,1086,4,3,1983,0,7058349
70557,Hinjewadi,3407,4,3,2016,1,4916404
70558,Viman Nagar,3385,2,1,2002,1,13612569
70559,Koregaon Park,870,3,1,2016,1,11673402
70560,Hinjewadi,3012,3,2,1983,1,4310515
70561,Pimpri-Chinchwad,2695,2,2,1999,1,8712103
70562,Pimpri-Chinchwad,1078,2,1,1992,0,3269904
70563,Hinjewadi,1792,1,3,2013,1,11501471
70564,Koregaon Park,2816,1,2,1988,1,4828494
70565,Kalyani Nagar,1041,4,1,1983,0,8993200
70566,Kalyani Nagar,3155,3,2,1996,1,7315912
70567,Viman Nagar,2913,2,3,2004,1,5785343
70568,Hinjewadi,3085,1,3,1991,0,6553910
70569,Viman Nagar,3139,1,2,2018,0,7759898
70570,Pimpri-Chinchwad,2949,2,3,2003,1,12383530
70571,Kalyani Nagar,1307,3,1,2021,0,13208933
70572,Kalyani Nagar,1649,5,1,1982,1,14406811
70573,Viman Nagar,2728,5,1,1990,0,7331798
70574,Hinjewadi,2177,2,1,1987,0,12357233
70575,Viman Nagar,1603,4,2,2012,0,11323642
70576,Pimpri-Chinchwad,1325,3,3,2003,0,10012742
70577,Hinjewadi,2435,1,2,1997,0,5999911
70578,Pimpri-Chinchwad,1832,1,1,2007,0,12695256
70579,Hinjewadi,920,2,1,2015,1,2638603
70580,Viman Nagar,3490,2,1,2014,0,12828968
70581,Koregaon Park,1321,2,1,2018,1,13127807
70582,Viman Nagar,2448,1,2,2000,0,11379494
70583,Hinjewadi,1066,1,2,2015,0,3777406
70584,Pimpri-Chinchwad,3298,3,3,2016,0,4645536
70585,Viman Nagar,3406,1,2,2020,1,13421186
70586,Hinjewadi,2953,3,2,2014,1,4134311
70587,Pimpri-Chinchwad,3096,2,1,2016,0,9881012
70588,Pimpri-Chinchwad,1429,3,2,1989,1,2176503
70589,Pimpri-Chinchwad,1469,4,1,1993,1,9424742
70590,Hinjewadi,1997,1,1,2002,0,8735524
70591,Pimpri-Chinchwad,2455,3,1,1983,0,14415924
70592,Pimpri-Chinchwad,2423,5,1,2022,1,14546104
70593,Viman Nagar,2522,5,1,1990,1,12002182
70594,Pimpri-Chinchwad,1091,5,2,1991,0,6217956
70595,Koregaon Park,3115,5,2,2020,1,4060567
70596,Hinjewadi,3379,4,1,2011,1,13823401
70597,Pimpri-Chinchwad,2199,1,3,1982,1,11299152
70598,Pimpri-Chinchwad,1912,4,2,2017,0,10072567
70599,Kalyani Nagar,2780,5,2,1994,0,7965287
70600,Viman Nagar,3007,4,3,1980,0,9466265
70601,Pimpri-Chinchwad,3212,5,3,2009,0,10615839
70602,Viman Nagar,2560,1,2,1998,1,5718380
70603,Viman Nagar,2819,1,1,2001,1,12462518
70604,Koregaon Park,1715,4,1,2005,1,5934545
70605,Hinjewadi,1367,5,1,1985,1,7018668
70606,Koregaon Park,3339,3,2,2006,1,11122363
70607,Hinjewadi,2940,4,3,1989,1,11037213
70608,Kalyani Nagar,1865,4,2,2012,0,6116232
70609,Koregaon Park,3234,1,3,2008,0,4453017
70610,Viman Nagar,1251,1,1,2012,1,12537153
70611,Pimpri-Chinchwad,1891,5,2,1982,1,11135754
70612,Kalyani Nagar,2028,3,1,2007,1,14359498
70613,Hinjewadi,2670,1,2,2020,1,5990656
70614,Koregaon Park,1304,3,2,1995,1,13954149
70615,Kalyani Nagar,1716,5,3,2014,0,10294441
70616,Koregaon Park,3142,4,2,2001,1,4551561
70617,Viman Nagar,2525,1,2,2001,0,14943615
70618,Koregaon Park,1310,5,3,2003,1,3559848
70619,Hinjewadi,1457,3,3,1985,1,13998149
70620,Hinjewadi,3043,3,3,1983,1,12710646
70621,Pimpri-Chinchwad,2661,2,1,2001,1,4485444
70622,Pimpri-Chinchwad,2574,3,3,2015,0,12676945
70623,Hinjewadi,2587,3,3,1994,0,8061392
70624,Hinjewadi,1798,2,1,2015,0,3797196
70625,Hinjewadi,1256,1,1,2014,1,2839162
70626,Kalyani Nagar,1261,2,2,2017,0,9628274
70627,Koregaon Park,1030,4,1,2022,1,11960733
70628,Kalyani Nagar,3007,1,1,1988,0,14752423
70629,Viman Nagar,1616,3,3,2014,0,12748191
70630,Pimpri-Chinchwad,1177,2,1,2009,0,7921491
70631,Koregaon Park,1579,3,1,2012,0,7162100
70632,Pimpri-Chinchwad,2342,2,3,1995,0,3702032
70633,Viman Nagar,1977,4,1,2017,1,3796734
70634,Hinjewadi,1723,4,1,2011,1,3150479
70635,Pimpri-Chinchwad,1064,1,2,2004,0,2230160
70636,Hinjewadi,3336,5,1,2009,0,3901347
70637,Pimpri-Chinchwad,2997,3,3,2007,1,13545437
70638,Viman Nagar,3223,3,2,1989,1,8160917
70639,Pimpri-Chinchwad,3490,2,3,2001,1,10896738
70640,Viman Nagar,1073,2,1,2003,1,6420123
70641,Koregaon Park,3350,2,1,1992,1,11846026
70642,Kalyani Nagar,3141,4,1,2008,0,12273708
70643,Viman Nagar,1985,5,2,1998,1,13179096
70644,Pimpri-Chinchwad,2221,4,3,1998,1,7263859
70645,Koregaon Park,2235,5,1,2003,0,9393585
70646,Viman Nagar,1479,3,3,2002,0,3276555
70647,Pimpri-Chinchwad,1657,3,1,1993,1,12267470
70648,Viman Nagar,3410,2,3,1983,0,14984918
70649,Viman Nagar,1919,3,3,1995,1,7082426
70650,Hinjewadi,2926,2,2,1981,1,7208061
70651,Pimpri-Chinchwad,2768,5,1,1981,1,8939845
70652,Kalyani Nagar,1923,2,2,2019,1,9233819
70653,Viman Nagar,1247,2,1,1983,0,4131419
70654,Koregaon Park,2456,1,2,1980,0,3938460
70655,Pimpri-Chinchwad,2949,5,1,1984,0,12605594
